InputSequence Length,Channel Flip Prob,Context Length,Markov Transition Probabilities,No. of Errors,No of changes by DUDE,Number of right changes,fraction of changes,fraction of right changes
100000,0.01,17,0.71,1011,0,0,0.0,0.0
100000,0.01,16,0.71,1011,0,0,0.0,0.0
100000,0.1,3,0.7,10088,0,0,0.0,0.0
100000,0.01,15,0.71,1011,0,0,0.0,0.0
100000,0.05,7,0.7,4979,31,21,0.006,0.004
100000,0.1,2,0.7,10088,0,0,0.0,0.0
100000,0.01,14,0.71,1011,0,0,0.0,0.0
100000,0.05,6,0.7,4979,73,29,0.015,0.006
100000,0.1,1,0.7,10088,0,0,0.0,0.0
100000,0.05,5,0.7,4979,79,31,0.016,0.006
100000,0.1,19,0.69,10045,0,0,0.0,0.0
100000,0.1,18,0.69,10045,0,0,0.0,0.0
100000,0.1,17,0.69,10045,0,0,0.0,0.0
100000,0.01,13,0.71,1011,0,0,0.0,0.0
100000,0.05,4,0.7,4979,10,4,0.002,0.001
100000,0.01,12,0.71,1011,0,0,0.0,0.0
100000,0.01,11,0.71,1011,0,0,0.0,0.0
100000,0.01,10,0.71,1011,0,0,0.0,0.0
100000,0.05,3,0.7,4979,0,0,0.0,0.0
100000,0.01,9,0.71,1011,0,0,0.0,0.0
100000,0.05,2,0.7,4979,0,0,0.0,0.0
100000,0.05,1,0.7,4979,0,0,0.0,0.0
100000,0.1,16,0.69,10045,0,0,0.0,0.0
100000,0.05,19,0.69,4978,0,0,0.0,0.0
100000,0.1,15,0.69,10045,0,0,0.0,0.0
100000,0.01,8,0.71,1011,0,0,0.0,0.0
100000,0.05,18,0.69,4978,0,0,0.0,0.0
100000,0.1,14,0.69,10045,0,0,0.0,0.0
100000,0.05,17,0.69,4978,0,0,0.0,0.0
100000,0.1,13,0.69,10045,0,0,0.0,0.0
100000,0.01,7,0.71,1011,1,0,0.001,0.0
100000,0.01,6,0.71,1011,0,0,0.0,0.0
100000,0.01,5,0.71,1011,0,0,0.0,0.0
100000,0.1,12,0.69,10045,0,0,0.0,0.0
100000,0.05,16,0.69,4978,0,0,0.0,0.0
100000,0.01,4,0.71,1011,0,0,0.0,0.0
100000,0.01,3,0.71,1011,0,0,0.0,0.0
100000,0.05,15,0.69,4978,0,0,0.0,0.0
100000,0.1,11,0.69,10045,0,0,0.0,0.0
100000,0.05,14,0.69,4978,0,0,0.0,0.0
100000,0.1,10,0.69,10045,0,0,0.0,0.0
100000,0.01,2,0.71,1011,0,0,0.0,0.0
100000,0.05,13,0.69,4978,0,0,0.0,0.0
100000,0.1,9,0.69,10045,0,0,0.0,0.0
100000,0.1,8,0.69,10045,16,11,0.002,0.001
100000,0.1,7,0.69,10045,72,41,0.007,0.004
100000,0.01,1,0.71,1011,0,0,0.0,0.0
100000,0.05,12,0.69,4978,0,0,0.0,0.0
100000,0.01,19,0.7,1068,0,0,0.0,0.0
100000,0.01,18,0.7,1068,0,0,0.0,0.0
100000,0.1,6,0.69,10045,330,169,0.033,0.017
100000,0.05,10,0.69,4978,0,0,0.0,0.0
100000,0.1,5,0.69,10045,594,308,0.059,0.031
100000,0.05,9,0.69,4978,0,0,0.0,0.0
100000,0.01,16,0.7,1068,0,0,0.0,0.0
100000,0.1,4,0.69,10045,174,74,0.017,0.007
100000,0.05,8,0.69,4978,4,2,0.001,0.0
100000,0.05,7,0.69,4978,26,7,0.005,0.001
100000,0.01,15,0.7,1068,0,0,0.0,0.0
100000,0.01,14,0.7,1068,0,0,0.0,0.0
100000,0.1,3,0.69,10045,0,0,0.0,0.0
100000,0.01,13,0.7,1068,0,0,0.0,0.0
100000,0.01,12,0.7,1068,0,0,0.0,0.0
100000,0.05,6,0.69,4978,64,22,0.013,0.004
100000,0.1,2,0.69,10045,0,0,0.0,0.0
100000,0.1,1,0.69,10045,0,0,0.0,0.0
100000,0.05,5,0.69,4978,82,29,0.016,0.006
100000,0.01,11,0.7,1068,0,0,0.0,0.0
100000,0.1,19,0.68,10138,0,0,0.0,0.0
100000,0.05,4,0.69,4978,17,4,0.003,0.001
100000,0.1,18,0.68,10138,0,0,0.0,0.0
100000,0.05,3,0.69,4978,0,0,0.0,0.0
100000,0.01,10,0.7,1068,0,0,0.0,0.0
100000,0.05,2,0.69,4978,0,0,0.0,0.0
100000,0.01,9,0.7,1068,0,0,0.0,0.0
100000,0.05,1,0.69,4978,0,0,0.0,0.0
100000,0.01,8,0.7,1068,0,0,0.0,0.0
100000,0.01,7,0.7,1068,0,0,0.0,0.0
100000,0.05,19,0.68,5006,0,0,0.0,0.0
100000,0.01,6,0.7,1068,0,0,0.0,0.0
100000,0.1,17,0.68,10138,0,0,0.0,0.0
100000,0.01,5,0.7,1068,0,0,0.0,0.0
100000,0.1,16,0.68,10138,0,0,0.0,0.0
100000,0.1,15,0.68,10138,0,0,0.0,0.0
100000,0.01,4,0.7,1068,0,0,0.0,0.0
100000,0.1,14,0.68,10138,0,0,0.0,0.0
100000,0.05,18,0.68,5006,0,0,0.0,0.0
100000,0.1,13,0.68,10138,0,0,0.0,0.0
100000,0.05,17,0.68,5006,0,0,0.0,0.0
100000,0.01,3,0.7,1068,0,0,0.0,0.0
100000,0.05,16,0.68,5006,0,0,0.0,0.0
100000,0.01,2,0.7,1068,0,0,0.0,0.0
100000,0.05,15,0.68,5006,0,0,0.0,0.0
100000,0.01,1,0.7,1068,0,0,0.0,0.0
100000,0.1,12,0.68,10138,0,0,0.0,0.0
100000,0.05,14,0.68,5006,0,0,0.0,0.0
100000,0.01,19,0.69,1006,0,0,0.0,0.0
100000,0.01,18,0.69,1006,0,0,0.0,0.0
100000,0.1,11,0.68,10138,0,0,0.0,0.0
100000,0.05,13,0.68,5006,0,0,0.0,0.0
100000,0.1,10,0.68,10138,0,0,0.0,0.0
100000,0.1,9,0.68,10138,0,0,0.0,0.0
100000,0.01,17,0.69,1006,0,0,0.0,0.0
100000,0.05,12,0.68,5006,0,0,0.0,0.0
100000,0.05,11,0.68,5006,0,0,0.0,0.0
100000,0.01,16,0.69,1006,0,0,0.0,0.0
100000,0.1,8,0.68,10138,5,4,0.0,0.0
100000,0.05,10,0.68,5006,0,0,0.0,0.0
100000,0.01,15,0.69,1006,0,0,0.0,0.0
100000,0.05,9,0.68,5006,1,1,0.0,0.0
100000,0.01,14,0.69,1006,0,0,0.0,0.0
100000,0.01,13,0.69,1006,0,0,0.0,0.0
100000,0.1,7,0.68,10138,30,13,0.003,0.001
100000,0.01,12,0.69,1006,0,0,0.0,0.0
100000,0.1,6,0.68,10138,235,107,0.023,0.011
100000,0.05,8,0.68,5006,1,1,0.0,0.0
100000,0.1,5,0.68,10138,522,223,0.051,0.022
100000,0.1,4,0.68,10138,152,60,0.015,0.006
100000,0.05,7,0.68,5006,25,5,0.005,0.001
100000,0.01,11,0.69,1006,0,0,0.0,0.0
100000,0.05,6,0.68,5006,64,21,0.013,0.004
100000,0.01,10,0.69,1006,0,0,0.0,0.0
100000,0.1,3,0.68,10138,0,0,0.0,0.0
100000,0.05,5,0.68,5006,67,29,0.013,0.006
100000,0.01,9,0.69,1006,0,0,0.0,0.0
100000,0.05,4,0.68,5006,9,3,0.002,0.001
100000,0.01,8,0.69,1006,0,0,0.0,0.0
100000,0.1,2,0.68,10138,0,0,0.0,0.0
100000,0.01,7,0.69,1006,0,0,0.0,0.0
100000,0.1,1,0.68,10138,0,0,0.0,0.0
100000,0.05,3,0.68,5006,0,0,0.0,0.0
100000,0.01,6,0.69,1006,0,0,0.0,0.0
100000,0.1,19,0.67,10019,0,0,0.0,0.0
100000,0.1,18,0.67,10019,0,0,0.0,0.0
100000,0.05,2,0.68,5006,0,0,0.0,0.0
100000,0.01,5,0.69,1006,0,0,0.0,0.0
100000,0.05,1,0.68,5006,0,0,0.0,0.0
100000,0.01,4,0.69,1006,0,0,0.0,0.0
100000,0.1,17,0.67,10019,0,0,0.0,0.0
100000,0.01,3,0.69,1006,0,0,0.0,0.0
100000,0.05,19,0.67,5008,0,0,0.0,0.0
100000,0.01,2,0.69,1006,0,0,0.0,0.0
100000,0.05,18,0.67,5008,0,0,0.0,0.0
100000,0.01,1,0.69,1006,0,0,0.0,0.0
100000,0.05,17,0.67,5008,0,0,0.0,0.0
100000,0.1,16,0.67,10019,0,0,0.0,0.0
100000,0.05,16,0.67,5008,0,0,0.0,0.0
100000,0.1,15,0.67,10019,0,0,0.0,0.0
100000,0.1,14,0.67,10019,0,0,0.0,0.0
100000,0.01,19,0.68,1024,0,0,0.0,0.0
100000,0.1,13,0.67,10019,0,0,0.0,0.0
100000,0.01,18,0.68,1024,0,0,0.0,0.0
100000,0.05,15,0.67,5008,0,0,0.0,0.0
100000,0.01,17,0.68,1024,0,0,0.0,0.0
100000,0.1,12,0.67,10019,0,0,0.0,0.0
100000,0.05,14,0.67,5008,0,0,0.0,0.0
100000,0.01,16,0.68,1024,0,0,0.0,0.0
100000,0.05,13,0.67,5008,0,0,0.0,0.0
100000,0.01,15,0.68,1024,0,0,0.0,0.0
100000,0.05,12,0.67,5008,0,0,0.0,0.0
100000,0.1,11,0.67,10019,0,0,0.0,0.0
100000,0.01,14,0.68,1024,0,0,0.0,0.0
100000,0.05,11,0.67,5008,0,0,0.0,0.0
100000,0.1,10,0.67,10019,0,0,0.0,0.0
100000,0.1,9,0.67,10019,0,0,0.0,0.0
100000,0.1,8,0.67,10019,2,1,0.0,0.0
100000,0.1,7,0.67,10019,30,13,0.003,0.001
100000,0.05,10,0.67,5008,0,0,0.0,0.0
100000,0.01,13,0.68,1024,0,0,0.0,0.0
100000,0.01,12,0.68,1024,0,0,0.0,0.0
100000,0.01,11,0.68,1024,0,0,0.0,0.0
100000,0.05,9,0.67,5008,0,0,0.0,0.0
100000,0.1,6,0.67,10019,185,69,0.018,0.007
100000,0.01,10,0.68,1024,0,0,0.0,0.0
100000,0.05,8,0.67,5008,0,0,0.0,0.0
100000,0.05,7,0.67,5008,3,0,0.001,0.0
100000,0.1,5,0.67,10019,460,193,0.046,0.019
100000,0.05,6,0.67,5008,59,18,0.012,0.004
100000,0.1,4,0.67,10019,162,53,0.016,0.005
100000,0.1,3,0.67,10019,0,0,0.0,0.0
100000,0.01,9,0.68,1024,0,0,0.0,0.0
100000,0.1,2,0.67,10019,0,0,0.0,0.0
100000,0.01,8,0.68,1024,0,0,0.0,0.0
100000,0.1,1,0.67,10019,0,0,0.0,0.0
100000,0.01,7,0.68,1024,0,0,0.0,0.0
100000,0.05,5,0.67,5008,76,31,0.015,0.006
100000,0.1,19,0.66,10025,0,0,0.0,0.0
100000,0.01,6,0.68,1024,0,0,0.0,0.0
100000,0.05,4,0.67,5008,11,2,0.002,0.0
100000,0.05,3,0.67,5008,0,0,0.0,0.0
100000,0.05,2,0.67,5008,0,0,0.0,0.0
100000,0.1,18,0.66,10025,0,0,0.0,0.0
100000,0.01,5,0.68,1024,0,0,0.0,0.0
100000,0.05,1,0.67,5008,0,0,0.0,0.0
100000,0.05,19,0.66,4924,0,0,0.0,0.0
100000,0.1,17,0.66,10025,0,0,0.0,0.0
100000,0.01,4,0.68,1024,0,0,0.0,0.0
100000,0.1,16,0.66,10025,0,0,0.0,0.0
100000,0.01,3,0.68,1024,0,0,0.0,0.0
100000,0.01,2,0.68,1024,0,0,0.0,0.0
100000,0.1,15,0.66,10025,0,0,0.0,0.0
100000,0.01,1,0.68,1024,0,0,0.0,0.0
100000,0.1,14,0.66,10025,0,0,0.0,0.0
100000,0.05,18,0.66,4924,0,0,0.0,0.0
100000,0.01,19,0.67,1002,0,0,0.0,0.0
100000,0.05,17,0.66,4924,0,0,0.0,0.0
100000,0.1,13,0.66,10025,0,0,0.0,0.0
100000,0.01,18,0.67,1002,0,0,0.0,0.0
100000,0.05,16,0.66,4924,0,0,0.0,0.0
100000,0.05,15,0.66,4924,0,0,0.0,0.0
100000,0.05,14,0.66,4924,0,0,0.0,0.0
100000,0.1,12,0.66,10025,0,0,0.0,0.0
100000,0.01,17,0.67,1002,0,0,0.0,0.0
100000,0.01,16,0.67,1002,0,0,0.0,0.0
100000,0.1,11,0.66,10025,0,0,0.0,0.0
100000,0.01,15,0.67,1002,0,0,0.0,0.0
100000,0.1,10,0.66,10025,0,0,0.0,0.0
100000,0.01,14,0.67,1002,0,0,0.0,0.0
100000,0.05,13,0.66,4924,0,0,0.0,0.0
100000,0.1,9,0.66,10025,0,0,0.0,0.0
100000,0.01,13,0.67,1002,0,0,0.0,0.0
100000,0.05,12,0.66,4924,0,0,0.0,0.0
100000,0.05,11,0.66,4924,0,0,0.0,0.0
100000,0.1,8,0.66,10025,2,2,0.0,0.0
100000,0.05,10,0.66,4924,0,0,0.0,0.0
100000,0.01,12,0.67,1002,0,0,0.0,0.0
100000,0.1,7,0.66,10025,29,16,0.003,0.002
100000,0.05,9,0.66,4924,0,0,0.0,0.0
100000,0.01,11,0.67,1002,0,0,0.0,0.0
100000,0.1,6,0.66,10025,162,78,0.016,0.008
100000,0.01,10,0.67,1002,0,0,0.0,0.0
100000,0.1,5,0.66,10025,459,193,0.046,0.019
100000,0.01,9,0.67,1002,0,0,0.0,0.0
100000,0.1,4,0.66,10025,172,69,0.017,0.007
100000,0.05,8,0.66,4924,0,0,0.0,0.0
100000,0.01,8,0.67,1002,0,0,0.0,0.0
100000,0.1,3,0.66,10025,0,0,0.0,0.0
100000,0.01,7,0.67,1002,0,0,0.0,0.0
100000,0.1,2,0.66,10025,0,0,0.0,0.0
100000,0.01,6,0.67,1002,0,0,0.0,0.0
100000,0.1,1,0.66,10025,0,0,0.0,0.0
100000,0.1,19,0.65,10125,0,0,0.0,0.0
100000,0.1,18,0.65,10125,0,0,0.0,0.0
100000,0.05,5,0.66,4924,58,17,0.012,0.003
100000,0.01,5,0.67,1002,0,0,0.0,0.0
100000,0.05,4,0.66,4924,14,2,0.003,0.0
100000,0.1,17,0.65,10125,0,0,0.0,0.0
100000,0.05,3,0.66,4924,0,0,0.0,0.0
100000,0.01,4,0.67,1002,0,0,0.0,0.0
100000,0.05,2,0.66,4924,0,0,0.0,0.0
100000,0.1,16,0.65,10125,0,0,0.0,0.0
100000,0.05,1,0.66,4924,0,0,0.0,0.0
100000,0.01,3,0.67,1002,0,0,0.0,0.0
100000,0.1,15,0.65,10125,0,0,0.0,0.0
100000,0.1,14,0.65,10125,0,0,0.0,0.0
100000,0.05,19,0.65,5015,0,0,0.0,0.0
100000,0.01,2,0.67,1002,0,0,0.0,0.0
100000,0.1,13,0.65,10125,0,0,0.0,0.0
100000,0.05,18,0.65,5015,0,0,0.0,0.0
100000,0.01,1,0.67,1002,0,0,0.0,0.0
100000,0.05,17,0.65,5015,0,0,0.0,0.0
100000,0.01,19,0.66,972,0,0,0.0,0.0
100000,0.05,16,0.65,5015,0,0,0.0,0.0
100000,0.1,12,0.65,10125,0,0,0.0,0.0
100000,0.01,18,0.66,972,0,0,0.0,0.0
100000,0.05,15,0.65,5015,0,0,0.0,0.0
100000,0.01,17,0.66,972,0,0,0.0,0.0
100000,0.01,16,0.66,972,0,0,0.0,0.0
100000,0.1,11,0.65,10125,0,0,0.0,0.0
100000,0.1,10,0.65,10125,0,0,0.0,0.0
100000,0.05,14,0.65,5015,0,0,0.0,0.0
100000,0.01,15,0.66,972,0,0,0.0,0.0
100000,0.1,9,0.65,10125,0,0,0.0,0.0
100000,0.1,8,0.65,10125,0,0,0.0,0.0
100000,0.01,14,0.66,972,0,0,0.0,0.0
100000,0.1,7,0.65,10125,18,7,0.002,0.001
100000,0.05,13,0.65,5015,0,0,0.0,0.0
100000,0.01,13,0.66,972,0,0,0.0,0.0
100000,0.05,12,0.65,5015,0,0,0.0,0.0
100000,0.01,12,0.66,972,0,0,0.0,0.0
100000,0.05,11,0.65,5015,0,0,0.0,0.0
100000,0.01,11,0.66,972,0,0,0.0,0.0
100000,0.1,6,0.65,10125,119,59,0.012,0.006
100000,0.05,10,0.65,5015,0,0,0.0,0.0
100000,0.01,10,0.66,972,0,0,0.0,0.0
100000,0.1,5,0.65,10125,379,145,0.037,0.014
100000,0.1,4,0.65,10125,168,53,0.017,0.005
100000,0.01,9,0.66,972,0,0,0.0,0.0
100000,0.05,9,0.65,5015,0,0,0.0,0.0
100000,0.1,3,0.65,10125,0,0,0.0,0.0
100000,0.1,2,0.65,10125,0,0,0.0,0.0
100000,0.01,8,0.66,972,0,0,0.0,0.0
100000,0.05,8,0.65,5015,0,0,0.0,0.0
100000,0.1,1,0.65,10125,0,0,0.0,0.0
100000,0.01,7,0.66,972,0,0,0.0,0.0
100000,0.05,7,0.65,5015,5,2,0.001,0.0
100000,0.01,6,0.66,972,0,0,0.0,0.0
100000,0.1,19,0.64,9897,0,0,0.0,0.0
100000,0.05,6,0.65,5015,33,10,0.007,0.002
100000,0.05,5,0.65,5015,51,14,0.01,0.003
100000,0.01,5,0.66,972,0,0,0.0,0.0
100000,0.05,4,0.65,5015,17,5,0.003,0.001
100000,0.1,18,0.64,9897,0,0,0.0,0.0
100000,0.01,4,0.66,972,0,0,0.0,0.0
100000,0.1,17,0.64,9897,0,0,0.0,0.0
100000,0.01,3,0.66,972,0,0,0.0,0.0
100000,0.1,16,0.64,9897,0,0,0.0,0.0
100000,0.05,3,0.65,5015,0,0,0.0,0.0
100000,0.01,2,0.66,972,0,0,0.0,0.0
100000,0.1,15,0.64,9897,0,0,0.0,0.0
100000,0.05,2,0.65,5015,0,0,0.0,0.0
100000,0.01,1,0.66,972,0,0,0.0,0.0
100000,0.05,1,0.65,5015,0,0,0.0,0.0
100000,0.1,14,0.64,9897,0,0,0.0,0.0
100000,0.01,19,0.65,985,0,0,0.0,0.0
100000,0.1,13,0.64,9897,0,0,0.0,0.0
100000,0.05,19,0.64,4929,0,0,0.0,0.0
100000,0.05,18,0.64,4929,0,0,0.0,0.0
100000,0.01,18,0.65,985,0,0,0.0,0.0
100000,0.1,12,0.64,9897,0,0,0.0,0.0
100000,0.05,17,0.64,4929,0,0,0.0,0.0
100000,0.01,17,0.65,985,0,0,0.0,0.0
100000,0.1,11,0.64,9897,0,0,0.0,0.0
100000,0.01,16,0.65,985,0,0,0.0,0.0
100000,0.1,10,0.64,9897,0,0,0.0,0.0
100000,0.01,15,0.65,985,0,0,0.0,0.0
100000,0.05,16,0.64,4929,0,0,0.0,0.0
100000,0.1,9,0.64,9897,0,0,0.0,0.0
100000,0.01,14,0.65,985,0,0,0.0,0.0
100000,0.05,15,0.64,4929,0,0,0.0,0.0
100000,0.1,8,0.64,9897,1,1,0.0,0.0
100000,0.01,13,0.65,985,0,0,0.0,0.0
100000,0.05,14,0.64,4929,0,0,0.0,0.0
100000,0.1,7,0.64,9897,21,9,0.002,0.001
100000,0.05,13,0.64,4929,0,0,0.0,0.0
100000,0.01,12,0.65,985,0,0,0.0,0.0
100000,0.1,6,0.64,9897,99,40,0.01,0.004
100000,0.01,11,0.65,985,0,0,0.0,0.0
100000,0.1,5,0.64,9897,337,117,0.034,0.012
100000,0.01,10,0.65,985,0,0,0.0,0.0
100000,0.05,12,0.64,4929,0,0,0.0,0.0
100000,0.01,9,0.65,985,0,0,0.0,0.0
100000,0.1,4,0.64,9897,145,50,0.015,0.005
100000,0.05,11,0.64,4929,0,0,0.0,0.0
100000,0.1,3,0.64,9897,0,0,0.0,0.0
100000,0.05,10,0.64,4929,0,0,0.0,0.0
100000,0.1,2,0.64,9897,0,0,0.0,0.0
100000,0.05,9,0.64,4929,0,0,0.0,0.0
100000,0.1,1,0.64,9897,0,0,0.0,0.0
100000,0.01,8,0.65,985,0,0,0.0,0.0
100000,0.05,8,0.64,4929,0,0,0.0,0.0
100000,0.01,7,0.65,985,0,0,0.0,0.0
100000,0.1,19,0.63,9950,0,0,0.0,0.0
100000,0.01,6,0.65,985,0,0,0.0,0.0
100000,0.05,7,0.64,4929,4,1,0.001,0.0
100000,0.01,5,0.65,985,0,0,0.0,0.0
100000,0.1,18,0.63,9950,0,0,0.0,0.0
100000,0.1,17,0.63,9950,0,0,0.0,0.0
100000,0.05,6,0.64,4929,13,3,0.003,0.001
100000,0.01,4,0.65,985,0,0,0.0,0.0
100000,0.1,16,0.63,9950,0,0,0.0,0.0
100000,0.05,5,0.64,4929,45,20,0.009,0.004
100000,0.05,4,0.64,4929,17,5,0.003,0.001
100000,0.05,3,0.64,4929,0,0,0.0,0.0
100000,0.01,3,0.65,985,0,0,0.0,0.0
100000,0.1,15,0.63,9950,0,0,0.0,0.0
100000,0.05,2,0.64,4929,0,0,0.0,0.0
100000,0.01,2,0.65,985,0,0,0.0,0.0
100000,0.01,1,0.65,985,0,0,0.0,0.0
100000,0.1,14,0.63,9950,0,0,0.0,0.0
100000,0.01,19,0.64,1001,0,0,0.0,0.0
100000,0.05,1,0.64,4929,0,0,0.0,0.0
100000,0.1,13,0.63,9950,0,0,0.0,0.0
100000,0.01,18,0.64,1001,0,0,0.0,0.0
100000,0.1,12,0.63,9950,0,0,0.0,0.0
100000,0.1,11,0.63,9950,0,0,0.0,0.0
100000,0.05,19,0.63,5063,0,0,0.0,0.0
100000,0.01,17,0.64,1001,0,0,0.0,0.0
100000,0.05,18,0.63,5063,0,0,0.0,0.0
100000,0.1,10,0.63,9950,0,0,0.0,0.0
100000,0.05,17,0.63,5063,0,0,0.0,0.0
100000,0.01,16,0.64,1001,0,0,0.0,0.0
100000,0.01,15,0.64,1001,0,0,0.0,0.0
100000,0.01,14,0.64,1001,0,0,0.0,0.0
100000,0.1,9,0.63,9950,0,0,0.0,0.0
100000,0.05,16,0.63,5063,0,0,0.0,0.0
100000,0.01,13,0.64,1001,0,0,0.0,0.0
100000,0.1,8,0.63,9950,0,0,0.0,0.0
100000,0.01,12,0.64,1001,0,0,0.0,0.0
100000,0.1,7,0.63,9950,8,6,0.001,0.001
100000,0.1,6,0.63,9950,88,32,0.009,0.003
100000,0.05,15,0.63,5063,0,0,0.0,0.0
100000,0.1,5,0.63,9950,326,121,0.033,0.012
100000,0.05,14,0.63,5063,0,0,0.0,0.0
100000,0.05,13,0.63,5063,0,0,0.0,0.0
100000,0.05,12,0.63,5063,0,0,0.0,0.0
100000,0.01,11,0.64,1001,0,0,0.0,0.0
100000,0.01,10,0.64,1001,0,0,0.0,0.0
100000,0.1,4,0.63,9950,166,52,0.017,0.005
100000,0.01,9,0.64,1001,0,0,0.0,0.0
100000,0.05,11,0.63,5063,0,0,0.0,0.0
100000,0.01,8,0.64,1001,0,0,0.0,0.0
100000,0.1,3,0.63,9950,0,0,0.0,0.0
100000,0.01,7,0.64,1001,0,0,0.0,0.0
100000,0.1,2,0.63,9950,0,0,0.0,0.0
100000,0.05,10,0.63,5063,0,0,0.0,0.0
100000,0.1,1,0.63,9950,0,0,0.0,0.0
100000,0.05,9,0.63,5063,0,0,0.0,0.0
100000,0.01,6,0.64,1001,0,0,0.0,0.0
100000,0.1,19,0.62,9935,0,0,0.0,0.0
100000,0.01,5,0.64,1001,0,0,0.0,0.0
100000,0.01,4,0.64,1001,0,0,0.0,0.0
100000,0.1,18,0.62,9935,0,0,0.0,0.0
100000,0.05,6,0.63,5063,17,4,0.003,0.001
100000,0.01,3,0.64,1001,0,0,0.0,0.0
100000,0.1,17,0.62,9935,0,0,0.0,0.0
100000,0.01,2,0.64,1001,0,0,0.0,0.0
100000,0.1,16,0.62,9935,0,0,0.0,0.0
100000,0.01,1,0.64,1001,0,0,0.0,0.0
100000,0.05,5,0.63,5063,30,4,0.006,0.001
100000,0.1,15,0.62,9935,0,0,0.0,0.0
100000,0.05,4,0.63,5063,17,5,0.003,0.001
100000,0.05,3,0.63,5063,0,0,0.0,0.0
100000,0.01,19,0.63,932,0,0,0.0,0.0
100000,0.05,2,0.63,5063,0,0,0.0,0.0
100000,0.1,14,0.62,9935,0,0,0.0,0.0
100000,0.05,1,0.63,5063,0,0,0.0,0.0
100000,0.01,18,0.63,932,0,0,0.0,0.0
100000,0.05,19,0.62,4999,0,0,0.0,0.0
100000,0.1,13,0.62,9935,0,0,0.0,0.0
100000,0.01,17,0.63,932,0,0,0.0,0.0
100000,0.1,12,0.62,9935,0,0,0.0,0.0
100000,0.01,16,0.63,932,0,0,0.0,0.0
100000,0.1,11,0.62,9935,0,0,0.0,0.0
100000,0.01,15,0.63,932,0,0,0.0,0.0
100000,0.1,10,0.62,9935,0,0,0.0,0.0
100000,0.05,18,0.62,4999,0,0,0.0,0.0
100000,0.01,14,0.63,932,0,0,0.0,0.0
100000,0.05,17,0.62,4999,0,0,0.0,0.0
100000,0.1,9,0.62,9935,0,0,0.0,0.0
100000,0.05,16,0.62,4999,0,0,0.0,0.0
100000,0.05,15,0.62,4999,0,0,0.0,0.0
100000,0.01,13,0.63,932,0,0,0.0,0.0
100000,0.01,12,0.63,932,0,0,0.0,0.0
100000,0.05,14,0.62,4999,0,0,0.0,0.0
100000,0.1,8,0.62,9935,0,0,0.0,0.0
100000,0.01,11,0.63,932,0,0,0.0,0.0
100000,0.1,7,0.62,9935,3,0,0.0,0.0
100000,0.05,13,0.62,4999,0,0,0.0,0.0
100000,0.1,6,0.62,9935,65,25,0.007,0.003
100000,0.01,10,0.63,932,0,0,0.0,0.0
100000,0.1,5,0.62,9935,300,94,0.03,0.009
100000,0.05,12,0.62,4999,0,0,0.0,0.0
100000,0.1,4,0.62,9935,172,52,0.017,0.005
100000,0.05,11,0.62,4999,0,0,0.0,0.0
100000,0.01,8,0.63,932,0,0,0.0,0.0
100000,0.05,10,0.62,4999,0,0,0.0,0.0
100000,0.01,7,0.63,932,0,0,0.0,0.0
100000,0.05,9,0.62,4999,0,0,0.0,0.0
100000,0.1,3,0.62,9935,0,0,0.0,0.0
100000,0.01,6,0.63,932,0,0,0.0,0.0
100000,0.05,8,0.62,4999,0,0,0.0,0.0
100000,0.1,2,0.62,9935,0,0,0.0,0.0
100000,0.01,5,0.63,932,0,0,0.0,0.0
100000,0.05,7,0.62,4999,1,1,0.0,0.0
100000,0.1,1,0.62,9935,0,0,0.0,0.0
100000,0.1,19,0.61,9960,0,0,0.0,0.0
100000,0.01,4,0.63,932,0,0,0.0,0.0
100000,0.05,6,0.62,4999,5,2,0.001,0.0
100000,0.01,3,0.63,932,0,0,0.0,0.0
100000,0.1,18,0.61,9960,0,0,0.0,0.0
100000,0.05,5,0.62,4999,29,8,0.006,0.002
100000,0.01,2,0.63,932,0,0,0.0,0.0
100000,0.05,4,0.62,4999,11,3,0.002,0.001
100000,0.01,1,0.63,932,0,0,0.0,0.0
100000,0.05,3,0.62,4999,0,0,0.0,0.0
100000,0.1,17,0.61,9960,0,0,0.0,0.0
100000,0.05,2,0.62,4999,0,0,0.0,0.0
100000,0.01,19,0.62,968,0,0,0.0,0.0
100000,0.1,16,0.61,9960,0,0,0.0,0.0
100000,0.01,18,0.62,968,0,0,0.0,0.0
100000,0.01,17,0.62,968,0,0,0.0,0.0
100000,0.1,15,0.61,9960,0,0,0.0,0.0
100000,0.05,1,0.62,4999,0,0,0.0,0.0
100000,0.1,14,0.61,9960,0,0,0.0,0.0
100000,0.05,19,0.61,4974,0,0,0.0,0.0
100000,0.01,16,0.62,968,0,0,0.0,0.0
100000,0.1,13,0.61,9960,0,0,0.0,0.0
100000,0.05,18,0.61,4974,0,0,0.0,0.0
100000,0.01,15,0.62,968,0,0,0.0,0.0
100000,0.05,17,0.61,4974,0,0,0.0,0.0
100000,0.01,14,0.62,968,0,0,0.0,0.0
100000,0.05,16,0.61,4974,0,0,0.0,0.0
100000,0.1,12,0.61,9960,0,0,0.0,0.0
100000,0.01,13,0.62,968,0,0,0.0,0.0
100000,0.1,11,0.61,9960,0,0,0.0,0.0
100000,0.1,10,0.61,9960,0,0,0.0,0.0
100000,0.05,15,0.61,4974,0,0,0.0,0.0
100000,0.01,12,0.62,968,0,0,0.0,0.0
